clean_prompt,clean_gt_answer,corrupted_prompt,corrupted_gt_answer,operand1,operand2
The farm has 14 chickens. New hatchlings increase the flock by 1. What is the new population?,15,The farm has 14 chickens. Amelia sells 1 chickens at market. How many chickens remain?,13,14,1
The farm has 32 chickens. New hatchlings increase the flock by 22. What is the new population?,54,The farm has 32 chickens. Amelia sells 22 chickens at market. How many chickens remain?,10,32,22
The exam has 25 questions. The teacher adds 6 bonus questions. What is the new total?,31,The exam has 25 questions. Alexander answers 6 questions. How many questions remain?,19,25,6
The exam has 49 questions. The teacher adds 46 bonus questions. What is the new total?,95,The exam has 49 questions. Alexander answers 46 questions. How many questions remain?,3,49,46
The assignment requires 38 pages. The professor extends it by 25 pages. What is the new requirement?,63,The assignment requires 38 pages. Ethan writes 25 pages. How much more is needed?,13,38,25
The assignment requires 14 pages. The professor extends it by 2 pages. What is the new requirement?,16,The assignment requires 14 pages. Ethan writes 2 pages. How much more is needed?,12,14,2
The textbook has 46 chapters. The new edition adds 20 chapters. What is the updated count?,66,The textbook has 46 chapters. Olivia studies 20 chapters. How many chapters remain?,26,46,20
The textbook has 29 chapters. The new edition adds 22 chapters. What is the updated count?,51,The textbook has 29 chapters. Olivia studies 22 chapters. How many chapters remain?,7,29,22
The course offers 33 credit hours. Michael adds 7 audit hours. What is the total course load?,40,The course offers 33 credit hours. Michael drops 7 credit hours. How many credits remain?,26,33,7
The course offers 42 credit hours. Michael adds 30 audit hours. What is the total course load?,72,The course offers 42 credit hours. Michael drops 30 credit hours. How many credits remain?,12,42,30
The lab has 35 experiments. The curriculum adds 18 new experiments. What is the updated schedule?,53,The lab has 35 experiments. Mia completes 18 experiments. How many experiments remain?,17,35,18
The lab has 32 experiments. The curriculum adds 15 new experiments. What is the updated schedule?,47,The lab has 32 experiments. Mia completes 15 experiments. How many experiments remain?,17,32,15
"The bus has 22 passengers. At the stop, 8 passengers board. What is the new passenger count?",30,"The bus has 22 passengers. At the stop, 8 passengers exit. How many continue the ride?",14,22,8
"The bus has 30 passengers. At the stop, 8 passengers board. What is the new passenger count?",38,"The bus has 30 passengers. At the stop, 8 passengers exit. How many continue the ride?",22,30,8
The train makes 41 stops. The schedule adds 25 express stops. What is the updated itinerary?,66,"The train makes 41 stops. After 25 stops, how many remain on the route?",16,41,25
The train makes 13 stops. The schedule adds 8 express stops. What is the updated itinerary?,21,"The train makes 13 stops. After 8 stops, how many remain on the route?",5,13,8
The plane has 18 empty seats. 11 passengers cancel their tickets. How many seats become available?,29,The plane has 18 empty seats. 11 standby passengers are accommodated. How many seats remain?,7,18,11
The plane has 35 empty seats. 13 passengers cancel their tickets. How many seats become available?,48,The plane has 35 empty seats. 13 standby passengers are accommodated. How many seats remain?,22,35,13
The parking lot has 28 spaces. 16 reserved spaces are added. What is the new capacity?,44,The parking lot has 28 cars. 16 cars leave the lot. How many spaces are still occupied?,12,28,16
The parking lot has 43 spaces. 32 reserved spaces are added. What is the new capacity?,75,The parking lot has 43 cars. 32 cars leave the lot. How many spaces are still occupied?,11,43,32
The highway project needs 16 workers. 7 temporary workers join. What is the current workforce?,23,The highway project needs 16 workers. 7 workers finish their shift. How many workers are needed?,9,16,7
The highway project needs 21 workers. 19 temporary workers join. What is the current workforce?,40,The highway project needs 21 workers. 19 workers finish their shift. How many workers are needed?,2,21,19
The item originally costs 35 dollars. The premium version costs 23 dollars more. What is the upgraded price?,58,The item originally costs 35 dollars. The discount reduces it by 23 dollars. What is the sale price?,12,35,23
The item originally costs 37 dollars. The premium version costs 22 dollars more. What is the upgraded price?,59,The item originally costs 37 dollars. The discount reduces it by 22 dollars. What is the sale price?,15,37,22
Daniel brings 18 dollars to the store. They find 8 dollars in their pocket. What is their total cash?,26,Daniel brings 18 dollars to the store. They spend 8 dollars. What amount remains?,10,18,8
Daniel brings 50 dollars to the store. They find 45 dollars in their pocket. What is their total cash?,95,Daniel brings 50 dollars to the store. They spend 45 dollars. What amount remains?,5,50,45
The shopping list has 49 items. Henry remembers 31 more items. What is the updated list count?,80,The shopping list has 49 items. Henry crosses off 31 items. How many items remain?,18,49,31
The shopping list has 40 items. Henry remembers 19 more items. What is the updated list count?,59,The shopping list has 40 items. Henry crosses off 19 items. How many items remain?,21,40,19
The coupon saves 20 dollars. The cashier applies 8 dollars in additional savings. What is the total discount?,28,The coupon saves 20 dollars. The fine print deducts 8 dollars from the savings. What is the net discount?,12,20,8
The coupon saves 47 dollars. The cashier applies 35 dollars in additional savings. What is the total discount?,82,The coupon saves 47 dollars. The fine print deducts 35 dollars from the savings. What is the net discount?,12,47,35
The loyalty card has 20 points. The bonus offer adds 5 points. What is the new point balance?,25,The loyalty card has 20 points. Grace redeems 5 points. How many points remain?,15,20,5
The loyalty card has 30 points. The bonus offer adds 11 points. What is the new point balance?,41,The loyalty card has 30 points. Grace redeems 11 points. How many points remain?,19,30,11
The recipe calls for 32 grams of flour. Alexander decides to add 4 more grams. What is the new measurement?,36,The recipe calls for 32 grams of flour. Alexander uses 4 grams. How much flour remains?,28,32,4
The recipe calls for 38 grams of flour. Alexander decides to add 4 more grams. What is the new measurement?,42,The recipe calls for 38 grams of flour. Alexander uses 4 grams. How much flour remains?,34,38,4
The oven needs 38 minutes to preheat. The recipe suggests 20 extra minutes. What is the total preheat time?,58,"The oven needs 38 minutes to preheat. After 20 minutes, how much longer is needed?",18,38,20
The oven needs 41 minutes to preheat. The recipe suggests 15 extra minutes. What is the total preheat time?,56,"The oven needs 41 minutes to preheat. After 15 minutes, how much longer is needed?",26,41,15
The batch makes 30 cookies. Daniel bakes 10 more cookies. What is the total yield?,40,The batch makes 30 cookies. Daniel eats 10 cookies. How many cookies remain?,20,30,10
The batch makes 41 cookies. Daniel bakes 4 more cookies. What is the total yield?,45,The batch makes 41 cookies. Daniel eats 4 cookies. How many cookies remain?,37,41,4
The stew requires 15 hours to cook. The chef extends cooking by 5 hours. What is the new duration?,20,"The stew requires 15 hours to cook. After 5 hours, how much cooking time remains?",10,15,5
The stew requires 13 hours to cook. The chef extends cooking by 9 hours. What is the new duration?,22,"The stew requires 13 hours to cook. After 9 hours, how much cooking time remains?",4,13,9
The jar holds 28 servings. James prepares 15 extra servings. What is the new total?,43,The jar holds 28 servings. James consumes 15 servings. How many servings remain?,13,28,15
The jar holds 32 servings. James prepares 10 extra servings. What is the new total?,42,The jar holds 32 servings. James consumes 10 servings. How many servings remain?,22,32,10
The garden has 45 plants. William transplants 15 new plants. What is the new plant count?,60,The garden has 45 plants. William removes 15 weeds. How many desired plants remain?,30,45,15
The garden has 29 plants. William transplants 4 new plants. What is the new plant count?,33,The garden has 29 plants. William removes 4 weeds. How many desired plants remain?,25,29,4
The flowerbed needs 19 liters of water. The rainfall provides 5 additional liters. What is the total hydration?,24,The flowerbed needs 19 liters of water. Isla adds 5 liters. How much more water is needed?,14,19,5
The flowerbed needs 40 liters of water. The rainfall provides 37 additional liters. What is the total hydration?,77,The flowerbed needs 40 liters of water. Isla adds 37 liters. How much more water is needed?,3,40,37
The seed packet contains 36 seeds. Olivia receives 32 bonus seeds. What is the new total?,68,The seed packet contains 36 seeds. Olivia plants 32 seeds. How many seeds remain?,4,36,32
The seed packet contains 22 seeds. Olivia receives 20 bonus seeds. What is the new total?,42,The seed packet contains 22 seeds. Olivia plants 20 seeds. How many seeds remain?,2,22,20
The tree grows 38 centimeters yearly. Fertilizer adds 3 extra centimeters. What is the total growth?,41,"The tree grows 38 centimeters yearly. After 3 centimeters are trimmed, what is the net growth?",35,38,3
The tree grows 28 centimeters yearly. Fertilizer adds 23 extra centimeters. What is the total growth?,51,"The tree grows 28 centimeters yearly. After 23 centimeters are trimmed, what is the net growth?",5,28,23
The plot fits 27 vegetables. Succession planting adds 25 more vegetables. What is the new capacity?,52,The plot fits 27 vegetables. Chloe harvests 25 vegetables. How many vegetables remain?,2,27,25
The plot fits 31 vegetables. Succession planting adds 3 more vegetables. What is the new capacity?,34,The plot fits 31 vegetables. Chloe harvests 3 vegetables. How many vegetables remain?,28,31,3
The phone has 25% battery. Charging adds 20% power. What is the new battery level?,45,"The phone has 25% battery. After 20% is used, what percentage remains?",5,25,20
The phone has 42% battery. Charging adds 29% power. What is the new battery level?,71,"The phone has 42% battery. After 29% is used, what percentage remains?",13,42,29
The download requires 30 megabytes. The update adds 29 more megabytes. What is the new total size?,59,The download requires 30 megabytes. 29 megabytes complete. How much data remains?,1,30,29
The download requires 42 megabytes. The update adds 39 more megabytes. What is the new total size?,81,The download requires 42 megabytes. 39 megabytes complete. How much data remains?,3,42,39
The storage has 37 gigabytes free. Cloud storage adds 27 gigabytes. What is the new capacity?,64,The storage has 37 gigabytes free. James saves 27 gigabytes of photos. How much space remains?,10,37,27
The storage has 28 gigabytes free. Cloud storage adds 27 gigabytes. What is the new capacity?,55,The storage has 28 gigabytes free. James saves 27 gigabytes of photos. How much space remains?,1,28,27
The video is 14 minutes long. Bonus content adds 10 minutes. What is the extended runtime?,24,The video is 14 minutes long. Grace watches 10 minutes. How much video remains?,4,14,10
The video is 48 minutes long. Bonus content adds 20 minutes. What is the extended runtime?,68,The video is 48 minutes long. Grace watches 20 minutes. How much video remains?,28,48,20
The app has 33 daily uses allowed. The premium version adds 10 more uses. What is the new limit?,43,The app has 33 daily uses allowed. Chloe uses it 10 times. How many uses remain?,23,33,10
The app has 32 daily uses allowed. The premium version adds 12 more uses. What is the new limit?,44,The app has 32 daily uses allowed. Chloe uses it 12 times. How many uses remain?,20,32,12
The game has 36 innings. Extra innings add 25 more. What is the total inning count?,61,"The game has 36 innings. After 25 innings, how many remain?",11,36,25
The game has 22 innings. Extra innings add 16 more. What is the total inning count?,38,"The game has 22 innings. After 16 innings, how many remain?",6,22,16
The scoreboard shows 11 points. The bonus round adds 8 points. What is the new total?,19,The scoreboard shows 11 points. The referee deducts 8 points. What is the adjusted score?,3,11,8
The scoreboard shows 30 points. The bonus round adds 4 points. What is the new total?,34,The scoreboard shows 30 points. The referee deducts 4 points. What is the adjusted score?,26,30,4
The tournament has 48 rounds. The format change adds 10 qualifying rounds. What is the new structure?,58,The tournament has 48 rounds. James completes 10 rounds. How many rounds remain?,38,48,10
The tournament has 11 rounds. The format change adds 2 qualifying rounds. What is the new structure?,13,The tournament has 11 rounds. James completes 2 rounds. How many rounds remain?,9,11,2
The athlete needs 23 meters to win. The course extends by 20 meters. What is the new distance?,43,The athlete needs 23 meters to win. They complete 20 meters. How much farther is needed?,3,23,20
The athlete needs 43 meters to win. The course extends by 6 meters. What is the new distance?,49,The athlete needs 43 meters to win. They complete 6 meters. How much farther is needed?,37,43,6
The team has 36 timeouts. The official grants 3 additional timeouts. What is the new allowance?,39,The team has 36 timeouts. They call 3 timeouts. How many timeouts remain?,33,36,3
The team has 16 timeouts. The official grants 12 additional timeouts. What is the new allowance?,28,The team has 16 timeouts. They call 12 timeouts. How many timeouts remain?,4,16,12
The prescription has 20 doses. The refill adds 12 more doses. What is the new total?,32,The prescription has 20 doses. Daniel takes 12 doses. How many doses remain?,8,20,12
The prescription has 38 doses. The refill adds 12 more doses. What is the new total?,50,The prescription has 38 doses. Daniel takes 12 doses. How many doses remain?,26,38,12
The treatment requires 41 sessions. The doctor adds 16 follow-up sessions. What is the new schedule?,57,The treatment requires 41 sessions. William attends 16 sessions. How many sessions remain?,25,41,16
The treatment requires 31 sessions. The doctor adds 9 follow-up sessions. What is the new schedule?,40,The treatment requires 31 sessions. William attends 9 sessions. How many sessions remain?,22,31,9
The patient needs 31 milligrams of medicine. The dosage increases by 29 milligrams. What is the new requirement?,60,The patient needs 31 milligrams of medicine. The nurse administers 29 milligrams. How much more is needed?,2,31,29
The patient needs 12 milligrams of medicine. The dosage increases by 2 milligrams. What is the new requirement?,14,The patient needs 12 milligrams of medicine. The nurse administers 2 milligrams. How much more is needed?,10,12,2
The therapy lasts 46 weeks. The extension adds 17 more weeks. What is the new duration?,63,"The therapy lasts 46 weeks. After 17 weeks, how much longer will it continue?",29,46,17
The therapy lasts 8 weeks. The extension adds 2 more weeks. What is the new duration?,10,"The therapy lasts 8 weeks. After 2 weeks, how much longer will it continue?",6,8,2
The fitness goal is 19 steps daily. The challenge increases by 1 steps. What is the new target?,20,The fitness goal is 19 steps daily. Ava records 1 steps. How many more steps are needed?,18,19,1
The fitness goal is 40 steps daily. The challenge increases by 23 steps. What is the new target?,63,The fitness goal is 40 steps daily. Ava records 23 steps. How many more steps are needed?,17,40,23
The project has 30 tasks. The scope expands by 2 tasks. What is the new workload?,32,The project has 30 tasks. Ava completes 2 tasks. How many tasks remain?,28,30,2
The project has 48 tasks. The scope expands by 9 tasks. What is the new workload?,57,The project has 48 tasks. Ava completes 9 tasks. How many tasks remain?,39,48,9
The workday is 36 hours long. Overtime adds 24 hours. What is the new shift length?,60,"The workday is 36 hours long. After 24 hours, how much time remains?",12,36,24
The workday is 18 hours long. Overtime adds 16 hours. What is the new shift length?,34,"The workday is 18 hours long. After 16 hours, how much time remains?",2,18,16
The quota requires 50 sales. The target increases by 15 sales. What is the new goal?,65,The quota requires 50 sales. Zoe makes 15 sales. How many more are needed?,35,50,15
The quota requires 27 sales. The target increases by 26 sales. What is the new goal?,53,The quota requires 27 sales. Zoe makes 26 sales. How many more are needed?,1,27,26
The budget allows 27 dollars. Additional funding provides 1 dollars. What is the new budget?,28,The budget allows 27 dollars. William spends 1 dollars. How much remains?,26,27,1
The budget allows 31 dollars. Additional funding provides 12 dollars. What is the new budget?,43,The budget allows 31 dollars. William spends 12 dollars. How much remains?,19,31,12
The contract lasts 32 months. The renewal adds 1 months. What is the new term?,33,"The contract lasts 32 months. After 1 months, how much time remains?",31,32,1
The contract lasts 43 months. The renewal adds 27 months. What is the new term?,70,"The contract lasts 43 months. After 27 months, how much time remains?",16,43,27
The trip covers 36 kilometers. The detour adds 9 kilometers. What is the new distance?,45,"The trip covers 36 kilometers. After 9 kilometers, how much farther is the destination?",27,36,9
The trip covers 25 kilometers. The detour adds 22 kilometers. What is the new distance?,47,"The trip covers 25 kilometers. After 22 kilometers, how much farther is the destination?",3,25,22
The vacation lasts 28 days. The airline extends it by 19 days. What is the new duration?,47,"The vacation lasts 28 days. After 19 days, how many days remain?",9,28,19
The vacation lasts 33 days. The airline extends it by 27 days. What is the new duration?,60,"The vacation lasts 33 days. After 27 days, how many days remain?",6,33,27
The suitcase holds 25 kilograms. The airline increases the limit by 18 kilograms. What is the new capacity?,43,The suitcase holds 25 kilograms. Henry packs 18 kilograms. How much more weight is allowed?,7,25,18
The suitcase holds 19 kilograms. The airline increases the limit by 7 kilograms. What is the new capacity?,26,The suitcase holds 19 kilograms. Henry packs 7 kilograms. How much more weight is allowed?,12,19,7
The itinerary includes 38 cities. Last-minute changes add 14 cities. What is the new plan?,52,"The itinerary includes 38 cities. After visiting 14 cities, how many remain?",24,38,14
The itinerary includes 11 cities. Last-minute changes add 10 cities. What is the new plan?,21,"The itinerary includes 11 cities. After visiting 10 cities, how many remain?",1,11,10
The cruise has 10 ports of call. Weather changes add 7 alternative ports. What is the new schedule?,17,"The cruise has 10 ports of call. After 7 stops, how many ports remain?",3,10,7
The cruise has 49 ports of call. Weather changes add 5 alternative ports. What is the new schedule?,54,"The cruise has 49 ports of call. After 5 stops, how many ports remain?",44,49,5
The guest list has 34 people. 15 last-minute RSVPs arrive. What is the new count?,49,The guest list has 34 people. 15 people cancel. How many attendees are expected?,19,34,15
The guest list has 48 people. 43 last-minute RSVPs arrive. What is the new count?,91,The guest list has 48 people. 43 people cancel. How many attendees are expected?,5,48,43
The venue seats 43 guests. Additional chairs increase capacity by 2. What is the new total?,45,The venue seats 43 guests. 2 seats are reserved. How many seats are open?,41,43,2
The venue seats 45 guests. Additional chairs increase capacity by 7. What is the new total?,52,The venue seats 45 guests. 7 seats are reserved. How many seats are open?,38,45,7
The event budget is 40 dollars. A sponsor contributes 10 dollars. What is the new budget?,50,The event budget is 40 dollars. 10 dollars are spent. How much remains?,30,40,10
The event budget is 40 dollars. A sponsor contributes 28 dollars. What is the new budget?,68,The event budget is 40 dollars. 28 dollars are spent. How much remains?,12,40,28
The schedule allows 43 minutes per speaker. The organizer adds 42 bonus minutes. What is the new limit?,85,"The schedule allows 43 minutes per speaker. After 42 minutes, how much time remains?",1,43,42
The schedule allows 29 minutes per speaker. The organizer adds 15 bonus minutes. What is the new limit?,44,"The schedule allows 29 minutes per speaker. After 15 minutes, how much time remains?",14,29,15
The conference has 28 sessions. The committee adds 24 breakout sessions. What is the new total?,52,The conference has 28 sessions. Jacob attends 24 sessions. How many sessions remain?,4,28,24
The conference has 44 sessions. The committee adds 17 breakout sessions. What is the new total?,61,The conference has 44 sessions. Jacob attends 17 sessions. How many sessions remain?,27,44,17
The blueprint requires 32 boards. The revision adds 3 more boards. What is the new requirement?,35,The blueprint requires 32 boards. Chloe cuts 3 boards. How many more are needed?,29,32,3
The blueprint requires 5 boards. The revision adds 3 more boards. What is the new requirement?,8,The blueprint requires 5 boards. Chloe cuts 3 boards. How many more are needed?,2,5,3
The project needs 24 nails. The supplier provides 4 extra nails. What is the new total?,28,The project needs 24 nails. The box contains 4 nails. How many additional nails are needed?,20,24,4
The project needs 15 nails. The supplier provides 3 extra nails. What is the new total?,18,The project needs 15 nails. The box contains 3 nails. How many additional nails are needed?,12,15,3
The wall needs 29 bricks. The design change requires 28 more bricks. What is the new count?,57,The wall needs 29 bricks. Zoe lays 28 bricks. How many bricks remain?,1,29,28
The wall needs 23 bricks. The design change requires 12 more bricks. What is the new count?,35,The wall needs 23 bricks. Zoe lays 12 bricks. How many bricks remain?,11,23,12
The job estimates 11 hours of labor. Complications add 1 hours. What is the new estimate?,12,"The job estimates 11 hours of labor. After 1 hours, how much work remains?",10,11,1
The job estimates 26 hours of labor. Complications add 14 hours. What is the new estimate?,40,"The job estimates 26 hours of labor. After 14 hours, how much work remains?",12,26,14
The order requires 12 tiles. The overage includes 10 extra tiles. What is the delivered quantity?,22,The order requires 12 tiles. Thomas breaks 10 tiles. How many usable tiles remain?,2,12,10
The order requires 39 tiles. The overage includes 32 extra tiles. What is the delivered quantity?,71,The order requires 39 tiles. Thomas breaks 32 tiles. How many usable tiles remain?,7,39,32
The production line makes 33 units per hour. Overtime adds 28 more units. What is the new output?,61,The production line makes 33 units per hour. Maintenance removes 28 units. What is the new output?,5,33,28
The production line makes 26 units per hour. Overtime adds 18 more units. What is the new output?,44,The production line makes 26 units per hour. Maintenance removes 18 units. What is the new output?,8,26,18
The machine processes 37 items daily. Maintenance increases capacity by 23 items. What is the new rate?,60,The machine processes 37 items daily. 23 items complete. How many items remain?,14,37,23
The machine processes 29 items daily. Maintenance increases capacity by 1 items. What is the new rate?,30,The machine processes 29 items daily. 1 items complete. How many items remain?,28,29,1
The quality check finds 42 defects. The tolerance allows 27 more defects. What is the acceptable range?,69,The quality check finds 27 defects in 42 items. How many items pass inspection?,15,42,27
The quality check finds 22 defects. The tolerance allows 6 more defects. What is the acceptable range?,28,The quality check finds 6 defects in 22 items. How many items pass inspection?,16,22,6
The shipment contains 29 products. The replacement adds 19 more products. What is the new inventory?,48,The shipment contains 29 products. 19 products are damaged. How many are intact?,10,29,19
The shipment contains 48 products. The replacement adds 42 more products. What is the new inventory?,90,The shipment contains 48 products. 42 products are damaged. How many are intact?,6,48,42
The order requires 31 components. The supplier includes 25 spare components. What is the delivered count?,56,The order requires 31 components. The bin has 25 components. How many more are needed?,6,31,25
The order requires 43 components. The supplier includes 41 spare components. What is the delivered count?,84,The order requires 43 components. The bin has 41 components. How many more are needed?,2,43,41
The battery stores 24 kilowatt-hours. Solar charging adds 17 kilowatt-hours. What is the new charge?,41,The battery stores 24 kilowatt-hours. 17 kilowatt-hours are used. How much energy remains?,7,24,17
The battery stores 41 kilowatt-hours. Solar charging adds 39 kilowatt-hours. What is the new charge?,80,The battery stores 41 kilowatt-hours. 39 kilowatt-hours are used. How much energy remains?,2,41,39
The tank holds 38 liters of fuel. Refueling adds 13 liters. What is the new quantity?,51,The tank holds 38 liters of fuel. Daniel uses 13 liters. How much fuel remains?,25,38,13
The tank holds 47 liters of fuel. Refueling adds 29 liters. What is the new quantity?,76,The tank holds 47 liters of fuel. Daniel uses 29 liters. How much fuel remains?,18,47,29
The generator provides 41 hours of power. Maintenance extends runtime by 11 hours. What is the new duration?,52,"The generator provides 41 hours of power. After 11 hours, how much runtime remains?",30,41,11
The generator provides 20 hours of power. Maintenance extends runtime by 13 hours. What is the new duration?,33,"The generator provides 20 hours of power. After 13 hours, how much runtime remains?",7,20,13
The solar panel produces 45 watts daily. Extra sunlight increases output by 25 watts. What is the adjusted production?,70,The solar panel produces 45 watts daily. 25 watts are consumed. What is the net production?,20,45,25
The solar panel produces 39 watts daily. Extra sunlight increases output by 10 watts. What is the adjusted production?,49,The solar panel produces 39 watts daily. 10 watts are consumed. What is the net production?,29,39,10
The circuit handles 40 amps safely. Upgrades increase capacity by 6 amps. What is the new limit?,46,The circuit handles 40 amps safely. 6 amps are flowing. How much additional load is possible?,34,40,6
The circuit handles 23 amps safely. Upgrades increase capacity by 5 amps. What is the new limit?,28,The circuit handles 23 amps safely. 5 amps are flowing. How much additional load is possible?,18,23,5
The forest has 23 trees. Replanting adds 16 new trees. What is the new count?,39,The forest has 23 trees. Loggers remove 16 trees. How many trees remain?,7,23,16
The forest has 36 trees. Replanting adds 34 new trees. What is the new count?,70,The forest has 36 trees. Loggers remove 34 trees. How many trees remain?,2,36,34
The lake contains 45 fish. Stocking adds 16 more fish. What is the new population?,61,The lake contains 45 fish. 16 fish are caught. How many fish remain?,29,45,16
The lake contains 32 fish. Stocking adds 29 more fish. What is the new population?,61,The lake contains 32 fish. 29 fish are caught. How many fish remain?,3,32,29
The reserve protects 34 acres. The expansion adds 27 acres. What is the new protected area?,61,The reserve protects 34 acres. Development reduces it by 27 acres. What is the current size?,7,34,27
The reserve protects 43 acres. The expansion adds 31 acres. What is the new protected area?,74,The reserve protects 43 acres. Development reduces it by 31 acres. What is the current size?,12,43,31
The cleanup targets 29 tons of waste. Additional dumping adds 3 tons. What is the new total?,32,The cleanup targets 29 tons of waste. Volunteers remove 3 tons. How much waste remains?,26,29,3
The cleanup targets 20 tons of waste. Additional dumping adds 16 tons. What is the new total?,36,The cleanup targets 20 tons of waste. Volunteers remove 16 tons. How much waste remains?,4,20,16
The air quality index shows 47 particles. Pollution adds 31 particles. What is the new measurement?,78,The air quality index shows 47 particles. Filters remove 31 particles. What is the improved reading?,16,47,31
The air quality index shows 48 particles. Pollution adds 39 particles. What is the new measurement?,87,The air quality index shows 48 particles. Filters remove 39 particles. What is the improved reading?,9,48,39
The puzzle has 38 pieces. The deluxe edition adds 16 more pieces. What is the new challenge?,54,The puzzle has 38 pieces. Jack connects 16 pieces. How many pieces remain?,22,38,16
The puzzle has 36 pieces. The deluxe edition adds 33 more pieces. What is the new challenge?,69,The puzzle has 36 pieces. Jack connects 33 pieces. How many pieces remain?,3,36,33
The collection contains 32 coins. An auction adds 2 rare coins. What is the new collection?,34,The collection contains 32 coins. Jacob sells 2 coins. How many coins remain?,30,32,2
The collection contains 25 coins. An auction adds 9 rare coins. What is the new collection?,34,The collection contains 25 coins. Jacob sells 9 coins. How many coins remain?,16,25,9
The playlist has 39 songs. New releases add 22 more songs. What is the updated playlist?,61,The playlist has 39 songs. Sophia skips 22 songs. How many songs will play?,17,39,22
The playlist has 32 songs. New releases add 21 more songs. What is the updated playlist?,53,The playlist has 32 songs. Sophia skips 21 songs. How many songs will play?,11,32,21
The gallery displays 27 paintings. A donation adds 18 paintings. What is the new exhibition?,45,The gallery displays 27 paintings. 18 paintings go on tour. How many remain on view?,9,27,18
The gallery displays 14 paintings. A donation adds 5 paintings. What is the new exhibition?,19,The gallery displays 14 paintings. 5 paintings go on tour. How many remain on view?,9,14,5
The book has 19 pages. The special edition includes 4 additional pages. What is the new length?,23,The book has 19 pages. Nora reads 4 pages. How many pages remain?,15,19,4
The book has 48 pages. The special edition includes 28 additional pages. What is the new length?,76,The book has 48 pages. Nora reads 28 pages. How many pages remain?,20,48,28
